Date,Description,Category,Amount_MXN,Amount_USD,Source_File,Account_Type,Status
2025-03-03,Transfer to Karen,Transfer:Karen,3500.00,,banregio-2025-03.pdf,debit,
2025-03-03,Transfer to Karen,Transfer:Karen,900.00,,banregio-2025-03.pdf,debit,
2025-03-07,Transfer to Karen,Transfer:Karen,3000.00,,banregio-2025-03.pdf,debit,
2025-03-10,Transfer to Karen,Transfer:Karen,1000.00,,banregio-2025-03.pdf,debit,
2025-03-13,Transfer to Karen,Transfer:Karen,200.00,,banregio-2025-03.pdf,debit,
2025-03-13,Transfer to Karen,Transfer:Karen,300.00,,banregio-2025-03.pdf,debit,
2025-03-14,Transfer to Karen,Transfer:Karen,5099.00,,banregio-2025-03.pdf,debit,
2025-03-18,Mortgage Payment,Housing:Mortgage,27779.73,,banregio-2025-03.pdf,debit,
2025-03-21,Transfer to Karen,Transfer:Karen,3000.00,,banregio-2025-03.pdf,debit,
2025-03-24,Transfer to Karen,Transfer:Karen,540.00,,banregio-2025-03.pdf,debit,
2025-03-31,Transfer to Karen,Transfer:Karen,3000.00,,banregio-2025-03.pdf,debit,
