Fecha,Fecha de Compra,Descripción,Importe
24 Jan 2025,25 Jan 2025,REST SARTORIA           CIUDAD DE MEX,4307.90
23 Jan 2025,23 Jan 2025,AEROMEXICO 8697744      NUEVO PORTAL,4486.12
23 Jan 2025,23 Jan 2025,AMAZON MX MSI MKT*AMAZO MEXICO CITY,42.45
23 Jan 2025,23 Jan 2025,AMAZON MX MSI MKT*AMAZO MEXICO CITY,450.69
23 Jan 2025,23 Jan 2025,AMAZON MX MSI MKT*AMAZO MEXICO CITY,569.14
23 Jan 2025,23 Jan 2025,AMAZON MX MSI MKT*AMAZO MEXICO CITY,1021.50
23 Jan 2025,23 Jan 2025,AMAZON MX MSI RETAIL*AM MEXICO CITY,966.59
23 Jan 2025,23 Jan 2025,AMAZON MX MSI RETAIL*AM MEXICO CITY,1091.39
23 Jan 2025,23 Jan 2025,AMAZON MX MSI RETAIL*AM MEXICO CITY,1666.42
23 Jan 2025,24 Jan 2025,APPLE.COM/BILL          CUPERTINO,17.00
23 Jan 2025,24 Jan 2025,APPLE.COM/BILL          CUPERTINO,109.00
23 Jan 2025,24 Jan 2025,APPLE.COM/BILL          CUPERTINO,347.00
23 Jan 2025,24 Jan 2025,APPLE.COM/BILL          CUPERTINO,1290.00
23 Jan 2025,23 Jan 2025,CANCINO CIBELES         CIUDAD DE MEX,379.50
23 Jan 2025,23 Jan 2025,ELPALACIOHIERRO COM     MEXICO,1220.34
23 Jan 2025,23 Jan 2025,GAIA DESIGN             CUAUHTEMOC,2055.34
23 Jan 2025,25 Jan 2025,GOOGLE *NEST            G.CO/HELPPAY#,150.00
23 Jan 2025,24 Jan 2025,GOOGLE *WORKSPACE       CC@GOOGLE.COM,200.00
23 Jan 2025,24 Jan 2025,GOOGLE *YOUTUBEPREMIUM  G.CO/HELPPAY#,139.00
23 Jan 2025,23 Jan 2025,PALACIODEHIERRO DURANGO MEXICO,6658.94
22 Jan 2025,23 Jan 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,565.00
22 Jan 2025,28 Jan 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,1584.75
22 Jan 2025,22 Jan 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,1136.01
22 Jan 2025,22 Jan 2025,CABLE Y COMU MORELIA SA CIUDAD DE MEXIC,719.38
22 Jan 2025,22 Jan 2025,CUOTA ANUAL MENSUALIDAD 03 DE 03,3073.08
22 Jan 2025,22 Jan 2025,IVA APLICABLE,491.69
22 Jan 2025,23 Jan 2025,REST CHICAGO BERNIES    CUAUHTEMOC,286.00
22 Jan 2025,23 Jan 2025,WWW.MUBI.COM            NEW YORK,179.00
22 Jan 2025,23 Jan 2025,ZTL*QUENTIN CAFÉ        MEXICO,132.00
21 Jan 2025,23 Jan 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
21 Jan 2025,21 Jan 2025,RESTAURANTS PAVOROSSO 0 CIUDAD DE MEX,304.70
21 Jan 2025,21 Jan 2025,SPOTIFY MX              MEXICO,129.00
20 Jan 2025,21 Jan 2025,EL CALIFA REFORMA       MEXICO,298.10
20 Jan 2025,21 Jan 2025,INGREDIENTA.COM         MIGUEL HIDALGO,-115.60
19 Jan 2025,20 Jan 2025,COM RAP TODOS SACAMOS   CIUDAD DE MEX,1880.25
19 Jan 2025,20 Jan 2025,LIVERPOOL INTER 0039    MEXICO DF,2699.00
19 Jan 2025,20 Jan 2025,LIVERPOOL INTER 0039    MEXICO DF,17990.00
19 Jan 2025,19 Jan 2025,NETFLIX.COM             NETFLIX.COM,489.17
19 Jan 2025,19 Jan 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,30.00
19 Jan 2025,19 Jan 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,1083.80
19 Jan 2025,20 Jan 2025,TERUMI                  MEXICO,938.40
19 Jan 2025,19 Jan 2025,UBER TRIP               HTTPS://HELP.UB,92.53
19 Jan 2025,19 Jan 2025,UBER TRIP               HTTPS://HELP.UB,157.69
18 Jan 2025,19 Jan 2025,BUNA CAFE RICO SAPI     CIUDAD DE MEX,45.00
18 Jan 2025,19 Jan 2025,REST EL TIGRE SILENCIO  CIUDAD DE MEX,575.00
18 Jan 2025,18 Jan 2025,UBER TRIP               HTTPS://HELP.UB,62.56
18 Jan 2025,18 Jan 2025,UBER TRIP               HTTPS://HELP.UB,97.50
17 Jan 2025,17 Jan 2025,RESTAURANTS PAVOROSSO 0 CIUDAD DE MEX,253.00
16 Jan 2025,17 Jan 2025,ATARANTADOS             CIUDAD DE MEX,326.70
15 Jan 2025,16 Jan 2025,REST MARIOLA            CIUDAD DE MEX,349.25
15 Jan 2025,15 Jan 2025,ROTOPLAS SERVICIO       CDMX,369.00
14 Jan 2025,16 Jan 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
14 Jan 2025,15 Jan 2025,REST CHICAGO BERNIES    CUAUHTEMOC,286.00
14 Jan 2025,14 Jan 2025,TELEFONOS DE MEXICO SAB CIUDAD DE MEXIC,1149.00
13 Jan 2025,14 Jan 2025,FS *PUT.IO              877-327-8914,213.41
13 Jan 2025,13 Jan 2025,IKANO RETAIL MÉXICO S.A MEXICO CITY,11046.00
13 Jan 2025,14 Jan 2025,MICHIGAN                CIUDAD DE MEXIC,169.40
13 Jan 2025,14 Jan 2025,THE REST IS HISTORY     HAYWARDS HEATH,156.16
12 Jan 2025,13 Jan 2025,ATRAC CASA GUAPA        CUAUHTEMOC,750.00
12 Jan 2025,12 Jan 2025,BILLPOCKET*CAFE V 15ADD CUAUHTEMOC,2200.00
12 Jan 2025,13 Jan 2025,KURA CONDESA            MEXICO,947.10
12 Jan 2025,12 Jan 2025,REST R ORBITA           CIUDAD DE MEX,730.25
12 Jan 2025,13 Jan 2025,ZTL*QUENTIN CAFÉ        MEXICO,165.00
11 Jan 2025,12 Jan 2025,OPENAI *CHATGPT SUBSCR  SAN FRANCISCO,425.27
11 Jan 2025,12 Jan 2025,PETCO CONDESA           MEXICO,209.00
11 Jan 2025,11 Jan 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,757.80
10 Jan 2025,10 Jan 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,527.12
10 Jan 2025,11 Jan 2025,BILLPOCKET*VINEDOS Y BO PUEBLA,175.00
10 Jan 2025,11 Jan 2025,BILLPOCKET*VINEDOS Y BO PUEBLA,469.00
10 Jan 2025,10 Jan 2025,ESTADO NATURAL ROMA NOR MEXICO,148.10
10 Jan 2025,11 Jan 2025,F AHORRO MXSO SONORA    CIUDAD DE MEXIC,58.00
10 Jan 2025,11 Jan 2025,MICHIGAN                MEXICO,128.70
10 Jan 2025,11 Jan 2025,WHISTLE.COM             PORTLAND,175.42
10 Jan 2025,11 Jan 2025,ZTL*QUENTIN CAFÉ        MEXICO,147.00
09 Jan 2025,09 Jan 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,199.00
09 Jan 2025,10 Jan 2025,REST TACOS ARMANDO      CIUDAD DE MEX,1092.50
08 Jan 2025,08 Jan 2025,CANCINO CIBELES         CIUDAD DE MEX,385.00
08 Jan 2025,09 Jan 2025,INGREDIENTA.COM         MIGUEL HIDALGO,2817.00
07 Jan 2025,07 Jan 2025,FARFETCH MEXICO S.A. DE MEXICO,16385.00
07 Jan 2025,09 Jan 2025,GOOGLE *TINDER          G.CO/HELPPAY#,164.00
07 Jan 2025,07 Jan 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,475.80
07 Jan 2025,07 Jan 2025,RESTAURANTS PAVOROSSO 0 CIUDAD DE MEX,253.00
07 Jan 2025,07 Jan 2025,WHITEPAPER.MX           SAN PEDRO GARZA,159.00
06 Jan 2025,08 Jan 2025,GOOGLE *GOOGLE ONE      G.CO/HELPPAY#,34.00
06 Jan 2025,06 Jan 2025,MERCADOPAGO*AVEC        Cuauht?moc,3500.00
06 Jan 2025,06 Jan 2025,MERCADOPAGO*LOLO        Cuauht?moc,360.00
06 Jan 2025,06 Jan 2025,MERCADOPAGO*VANSMX      Cuauht?moc,-999.00
06 Jan 2025,06 Jan 2025,MICHIGAN                MEXICO,220.80
06 Jan 2025,07 Jan 2025,PAKMAIL ROMA 1          CIUDAD DE MEX,2700.00
06 Jan 2025,06 Jan 2025,ULTRAMARINOS COLISEO RO MEXICO,824.00
05 Jan 2025,05 Jan 2025,UBER TRIP               HTTPS://HELP.UB,99.30
04 Jan 2025,06 Jan 2025,CGO AUT TELCEL REGION 8 MERIDA,2485.71
04 Jan 2025,05 Jan 2025,CICATRIZ                CIUDAD DE MEX,1362.75
04 Jan 2025,05 Jan 2025,HOMARE JAPONESA         CIUDAD DE MEX,6120.00
04 Jan 2025,04 Jan 2025,MERCADOPAGO*YURT        Miguel Hidalg,1600.00
04 Jan 2025,05 Jan 2025,REST EL MINUTITO        CUAUHTEMOC,125.00
04 Jan 2025,05 Jan 2025,REST EL MINUTITO        CUAUHTEMOC,375.00
04 Jan 2025,05 Jan 2025,REST MOG BISTRO 1       MEXICO,810.75
04 Jan 2025,04 Jan 2025,UBER TRIP               HTTPS://HELP.UB,109.52
04 Jan 2025,04 Jan 2025,UBER TRIP               HTTPS://HELP.UB,120.18
04 Jan 2025,05 Jan 2025,ZTL*GAG BAG             CDMX,715.00
03 Jan 2025,03 Jan 2025,AMAZON MX*AMAZON RETAIL MEXICO CITY,987.18
03 Jan 2025,03 Jan 2025,APPLE.COM/BILL          CUPERTINO,199.00
03 Jan 2025,04 Jan 2025,NETPAY*ROKAI RAMEN 1 RI Ciudad De Mexic,1506.50
03 Jan 2025,03 Jan 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,1092.80
03 Jan 2025,03 Jan 2025,REST FREIMS II          CIUDAD DE MEX,765.90
03 Jan 2025,04 Jan 2025,UBER TRIP               HTTPS://HELP.UB,148.54
02 Jan 2025,07 Jan 2025,AMAZON MX MARKETPLACE*A MEXICO CITY,369.00
02 Jan 2025,02 Jan 2025,COMMANDO CONDESA        MEXICO,30.00
02 Jan 2025,03 Jan 2025,GONZALITOS TAQUERIA S   CIUDAD DE MEX,674.40
02 Jan 2025,03 Jan 2025,TDA TROUVE              CUAUHTEMOC,2000.00
02 Jan 2025,03 Jan 2025,X CORP. PAID FEATURES   SAN FRANCISCO,169.99
02 Jan 2025,03 Jan 2025,ZTL*QUENTIN CAFÉ        MEXICO,130.00
01 Jan 2025,02 Jan 2025,AEROMEXICO PAC USD      IRVINE,469.43
01 Jan 2025,02 Jan 2025,ANDAZ TOKYO -MINATO-KU  *,34322.60
01 Jan 2025,01 Jan 2025,GOOGLE *GSUITE_ROMERO.  CC@GOOGLE.COM,144.00
01 Jan 2025,01 Jan 2025,OPENPAY*STARLINK        CIUDAD DE MEXIC,1100.00
01 Jan 2025,01 Jan 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,20.00
01 Jan 2025,01 Jan 2025,RAPPI*RAPPI MEXICO      MEXICO CITY,576.80
01 Jan 2025,01 Jan 2025,UBER TRIP               HTTPS://HELP.UB,333.58
01 Jan 2025,01 Jan 2025,UBER TRIP               HTTPS://HELP.UB,369.52
01 Jan 2025,01 Jan 2025,UBER TRIP               HTTPS://HELP.UB,3832.92
